#SampleID	ERR2270664	ERR2270665	ERR2270666	ERR2270667	ERR2270668	ERR2270669	ERR2270670	ERR2270671	ERR2270672	ERR2270673	ERR2270674	ERR2270675	ERR2270676	ERR2270677	ERR2270678	ERR2270679	ERR2270680	ERR2270681	ERR2270682	ERR2270683	ERR2270684	ERR2270685	ERR2270686	ERR2270687	ERR2270688	ERR2270689	ERR2270690	ERR2270691	ERR2270692	ERR2270693	ERR2270694	ERR2270695	ERR2270696	ERR2270697	ERR2270698	ERR2270699	ERR2270700	ERR2270701	ERR2270702	ERR2270703	ERR2270704	ERR2270705	ERR2270706	ERR2270707	ERR2270708	ERR2270709	ERR2270710	ERR2270711	ERR2270712	ERR2270713	ERR2270714	ERR2270715	ERR2270716	ERR2270717	ERR2270718	ERR2270719	ERR2270720	ERR2270721	ERR2270722	ERR2270723	ERR2270724	ERR2270725	ERR2270726	ERR2270727	ERR2270728	ERR2270729	ERR2270730	ERR2270731	ERR2270732	ERR2270733	ERR2270734	ERR2270735	ERR2270736	ERR2270737	ERR2270738	ERR2270739	ERR2270740	ERR2270741	ERR2270742	ERR2270743
sk__Bacteria;k__;p__Candidatus_Doudnabacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Falkowbacteria	0	0	0	0	4.0	0	0	0	0	5.0	0	0	4.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	0	0	1.0	0	6.0	0	0	0	0	0	0	0	0	30.0	0	1.0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	1265.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Giovannonibacteria	0	0	0	0	0	0	0	0	0	1.0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Harrisonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Jorgensenbacteria	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria	0	0	0	0	9.0	0	5.0	3.0	0	275.0	1.0	3.0	9.0	0	1.0	4.0	31.0	3.0	162.0	0	6.0	0	8.0	0	0	0	0	2.0	0	8.0	29.0	0	5.0	3.0	9.0	18.0	43.0	5.0	12.0	0	0	0	0	0	6.0	0	0	35.0	0	42.0	3.0	11.0	0	34.0	0	0	0	0	15.0	3.0	0	4.0	0	63.0	35.0	0	0	8.0	69.0	0	0	0	0	0	1.0	82.0	2.0	7.0	0	35.0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria;c__;o__;f__;g__;s__Candidatus_Kaiserbacteria_bacterium_RIFOXYB1_FULL_46_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria	0	0	4.0	0	0	0	0	0	0	4.0	0	0	1.0	5.0	0	0	0	1.0	9.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	13.0	1.0	4.0	0	0	0	0	0	0	0	9.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria;c__;o__;f__;g__;s__Candidatus_Kerfeldbacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Komeilibacteria	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	2.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kuenenbacteria	0	0	102.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Latescibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Levybacteria	0	0	31.0	2.0	7.0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	4.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	5.0	0	0	0	0	3.0	0	0	13.0	0	0	21.0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Liptonbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	6.0	0	0	0	0	0	0	0	0	2.0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria	0	0	0	0	1.0	0	0	0	0	8.0	0	0	0	0	0	0	7.0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	10.0	3.0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria	0	0	1.0	0	4.0	0	0	0	0	16.0	0	0	1.0	2.0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	3.0	0	21.0	6.0	0	0	4.0	2.0	0	0	0	0	0	0	0	0	0	2.0	0	0	23.0	0	55.0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	74.0	12.0	0	0	51.0	10.0	0	0	0	0	0	0	4.0	54.0	0	0	9.0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria;c__;o__;f__;g__;s__Candidatus_Magasanikbacteria_bacterium_RIFOXYD1_FULL_40_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__;f__;g__Vampirovibrio;s__Vampirovibrio_chlorellavorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Candidatus_Obscuribacterales;f__;g__Candidatus_Obscuribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Microgenomates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Moranbacteria	0	0	78.0	104.0	0	0	2.0	0	0	15.0	0	0	17.0	0	0	1.0	21.0	0	993.0	0	0	0	0	1.0	0	0	4.0	3.0	0	0	23.0	0	7.0	1.0	6.0	4.0	10.0	0	17.0	0	0	1.0	2.0	0	17.0	0	0	21.0	0	16.0	0	0	0	50.0	0	0	0	2.0	0	3.0	0	5.0	0	1752.0	11.0	8.0	0	0	6.0	1.0	0	171.0	0	0	56.0	11.0	0	0	0	2.0
sk__Bacteria;k__;p__Candidatus_Moranbacteria;c__;o__;f__;g__;s__Candidatus_Moranbacteria_bacterium_GW2011_GWE1_49_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria	0	0	0	0	4.0	0	6.0	0	0	91.0	1.0	6.0	18.0	0	0	5.0	1.0	2.0	501.0	0	0	0	1.0	0	0	0	0	5.0	0	3.0	47.0	0	0	0	4.0	8.0	0	1.0	30.0	0	0	0	0	0	0	0	0	109.0	0	13.0	1.0	1.0	0	44.0	0	0	0	0	44.0	0	0	6.0	0	287.0	7.0	0	0	1.0	43.0	0	0	0	0	0	4.0	34.0	0	1.0	0	1.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_GW2011_GWB1_35_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_40_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_15	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__Candidatus_Omnitrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Pacebacteria	0	2.0	55.0	3.0	18.0	0	2.0	0	0	8.0	0	1.0	0	0	0	1.0	0	0	38.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	4.0	1.0	5.0	0	0	0	0	0	0	0	0	0	0	3.0	0	22.0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	1.0	4.0	132.0	0	0	0	0	12.0	0	0	3.0	0	0	14.0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Pacebacteria;c__;o__;f__;g__;s__Candidatus_Pacebacteria_bacterium_CG1_02_43_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	163.0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	3.0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	3.0	0	0	0	13.0	0	0	0	0	7.0	0	0	1.0	0	24.0	0	0	0	0	8.0	0	0	0	0	0	1.0	4.0	0	1.0	0	2.0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_OLB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_RAAC4_OD1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	8.0	0	0	0	0	0	1.0	0	185.0	1.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	2.0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria	0	0	0	0	3.0	0	0	0	0	35.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	11.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	7.0	0	0	0	5.0	0	0	0	0	0	0	2.0	0	0	0	3.0
sk__Bacteria;k__;p__Candidatus_Roizmanbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Ryanbacteria	0	0	0	0	0	0	0	0	0	1.0	0	6.0	3.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__TM7_phylum_sp._canine_oral_taxon_250	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Shapirobacteria	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Spechtbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Staskawiczbacteria	0	0	0	0	0	0	0	0	0	17.0	0	0	3.0	0	0	0	6.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	1.0	0	0	0	0	0	0	0	0	0	3.0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	6.0	0	0	0	0	0	0	7.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Uhrbacteria	0	0	3.0	0	4.0	0	1.0	0	0	44.0	0	0	1.0	0	0	0	0	1.0	13.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	28.0	0	0	0	1.0	274.0	0	0	0	0	0	0	0	0	46.0	0	34.0	0	0	0	2.0	0	10.0	0	0	3.0	0	0	3.0	0	23.0	10.0	0	0	25.0	4.0	0	0	0	0	0	2.0	10.0	202.0	0	0	0
sk__Bacteria;k__;p__Candidatus_Veblenbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria	0	0	0	0	0	0	2.0	3.0	0	9.0	0	0	0	0	0	2.0	0	5.0	22.0	0	0	7.0	0	0	0	0	0	0	0	3.0	0	0	0	1.0	4.0	3.0	0	1.0	21.0	0	0	0	0	0	0	0	0	9.0	0	7.0	0	0	0	25.0	0	0	0	0	1.0	0	0	4.0	0	3.0	8.0	0	0	0	8.0	0	0	0	0	0	0	10.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria;c__;o__;f__;g__;s__Candidatus_Vogelbacteria_bacterium_RIFOXYB1_FULL_42_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria;c__;o__;f__;g__;s__Candidatus_Vogelbacteria_bacterium_RIFOXYD1_FULL_46_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Woesebacteria	0	0	48.0	4.0	23.0	0	1.0	0	0	11.0	0	0	2.0	0	0	2.0	0	2.0	20.0	0	0	0	0	0	0	0	0	5.0	0	0	8.0	0	0	0	2.0	4.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	5.0	0	0	0	0	2.0	0	0	0	1.0	1.0	0	0	6.0	1.0	4.0	4.0	0	0	4.0	0	0	130.0	0	0	9.0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Wolfebacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Woykebacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Yanofskybacteria	0	0	0	0	5.0	0	0	0	0	5.0	0	0	2.0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	12.0	0	0	3.0	0	0	0	0	0	0	0	0	0	41.0	0	4.0	0	0	0	11.0	0	0	0	0	3.0	0	0	0	0	20.0	9.0	0	0	0	19.0	0	0	11.0	0	0	0	9.0	0	0	0	6.0
sk__Bacteria;k__;p__Candidatus_Yonathbacteria	0	0	0	0	0	0	0	0	0	14.0	0	0	4.0	0	0	0	2.0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	6.0	0	1.0	0	0	0	0	0	30.0	0	0	0	0	0	0	0	0	30.0	0	0	0	0	0	4.0	0	0	0	0	1.0	0	0	1.0	0	10.0	1.0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Zambryskibacteria	0	0	0	0	2.0	0	6.0	0	0	53.0	0	0	26.0	0	0	2.0	4.0	2.0	19.0	0	0	0	0	0	0	0	0	1.0	0	0	27.0	0	1.0	10.0	6.0	12.0	0	1.0	1.0	0	0	0	0	0	0	0	0	6.0	0	1.0	0	1.0	0	1.0	2.0	0	0	0	0	0	4.0	5.0	0	9.0	12.0	0	0	3.0	14.0	0	0	0	0	0	1.0	3.0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	4.0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__;o__;f__;g__;s__Chlamydiae_bacterium_Ga0074140	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia	0	0	146.0	0	4.0	0	79.0	12.0	0	18.0	0	29.0	1.0	0	0	6.0	0	1.0	1.0	0	0	0	0	0	0	2.0	0	0	0	3.0	15.0	0	35.0	0	0	1.0	29.0	0	0	3.0	0	0	2.0	0	0	0	0	13.0	0	34.0	0	0	2.0	0	0	0	0	7.0	0	3.0	0	3.0	0	0	1.0	0	0	4.0	7.0	0	0	0	0	0	9.0	6.0	0	0	27.0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	0	0	1.0	0	14.0	0	2.0	1.0	0	56.0	0	4.0	3.0	0	0	1.0	60.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	44.0	0	14.0	22.0	4.0	9.0	0	0	0	15.0	0	0	0	1.0	0	0	0	15.0	0	18.0	118.0	0	1.0	69.0	4.0	254.0	0	32.0	2.0	0	0	1.0	10.0	0	0	0	0	161.0	9.0	0	0	40.0	0	0	20.0	62.0	3.0	0	342.0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__;g__;s__Chlamydiales_bacterium_CRIB_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0
