GO	description	category	ERR4702550	ERR4702560	ERR4702551	ERR4702561	ERR4702552	ERR4702562	ERR4702553	ERR4702563	ERR4702554	ERR4702564	ERR4702555	ERR4702556	ERR4702557	ERR4702558	ERR4702559	ERZ1758440	ERZ1758441	ERZ1758442	ERZ1758444	ERZ1758445	ERZ1758437	ERZ1758447	ERZ1758438	ERZ1758448	ERZ1758439	ERZ1758449
GO:0005839	proteasome core complex	cellular component	116	187	101	5	6	2	6	44	161	83	120	9	62	106	132	48	11	12	46	27	2	42	36	51	16	43
GO:0005840	ribosome	cellular component	8976	10177	8302	151	315	179	502	5962	12068	13663	11011	501	4171	6745	9848	2586	524	553	4379	4586	105	4734	2188	4613	717	3474
GO:0005849	mRNA cleavage factor complex	cellular component	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
GO:0005852	eukaryotic translation initiation factor 3 complex	cellular component	1	3	4	0	1	2	0	0	1	7	4	0	11	7	1	0	0	0	0	0	0	0	0	0	2	0
GO:0005856	cytoskeleton	cellular component	2	5	0	0	1	0	1	0	1	4	2	0	8	5	1	0	0	0	0	0	0	0	0	0	2	0
GO:0005861	troponin complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
GO:0005868	cytoplasmic dynein complex	cellular component	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005869	dynactin complex	cellular component	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005871	kinesin complex	cellular component	24	8	7	0	0	0	1	13	14	17	19	1	18	19	12	21	17	6	23	9	0	12	13	10	25	27
GO:0005874	microtubule	cellular component	5	17	5	3	9	4	11	7	6	21	11	54	21	33	7	3	4	0	6	3	0	5	2	7	8	2
GO:0005885	Arp2/3 protein complex	cellular component	0	7	0	1	1	0	2	0	0	6	1	2	4	2	10	1	2	0	0	0	0	0	1	0	0	0
GO:0005886	plasma membrane	cellular component	318	596	291	11	7	5	7	340	348	670	351	9	243	468	593	207	49	36	156	153	23	152	153	137	72	171
GO:0005887	integral component of plasma membrane	cellular component	1435	2112	1189	52	17	13	22	1016	1575	1979	1578	17	843	1447	2133	1105	229	230	1012	875	166	1029	916	753	361	989
GO:0005890	sodium:potassium-exchanging ATPase complex	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	2	0	0	0	0	0	0	0	1	0
GO:0005891	voltage-gated calcium channel complex	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005892	acetylcholine-gated channel complex	cellular component	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005925	focal adhesion	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005956	protein kinase CK2 complex	cellular component	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0
GO:0005960	glycine cleavage complex	cellular component	1	8	1	0	0	0	0	3	6	8	5	0	2	4	10	29	9	8	22	26	1	30	23	26	13	29
GO:0005971	ribonucleoside-diphosphate reductase complex	cellular component	191	514	201	6	2	2	1	285	235	535	249	0	134	263	463	81	13	13	83	94	3	88	66	91	16	54
GO:0005975	carbohydrate metabolic process	biological process	5405	8899	4956	211	87	62	95	3252	6662	6915	6702	88	3493	5586	8939	1557	369	323	1850	1886	232	1925	1241	1906	509	1827
GO:0005976	polysaccharide metabolic process	biological process	152	276	122	1	10	1	5	136	131	298	165	2	95	157	286	44	9	11	78	80	2	83	37	76	16	60
GO:0005978	glycogen biosynthetic process	biological process	37	16	37	0	0	0	0	4	53	11	44	0	7	4	9	24	5	5	22	27	5	27	22	27	6	27
GO:0005980	glycogen catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	0	1	3	3	2	7	7
GO:0005985	sucrose metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005991	trehalose metabolic process	biological process	18	10	20	2	1	2	0	4	20	9	27	2	18	12	23	4	4	2	3	8	3	4	7	3	2	8
GO:0005992	trehalose biosynthetic process	biological process	237	144	170	1	4	0	4	339	227	596	262	2	99	173	119	38	16	9	64	64	2	49	32	45	16	37
GO:0005993	trehalose catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005996	monosaccharide metabolic process	biological process	6	3	5	0	0	0	0	6	2	10	3	0	6	5	8	2	1	1	2	1	2	2	1	1	2	4
GO:0005997	xylulose metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
GO:0006000	fructose metabolic process	biological process	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0006002	fructose 6-phosphate metabolic process	biological process	156	109	147	1	1	1	0	31	208	87	250	3	35	60	102	33	10	5	56	72	2	50	32	71	9	49
GO:0006003	fructose 2@6-bisphosphate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1
GO:0006004	fucose metabolic process	biological process	6	3	11	1	0	0	0	2	12	10	11	0	4	3	2	3	0	0	2	3	8	2	3	1	1	5
GO:0006006	glucose metabolic process	biological process	314	987	326	9	8	1	10	599	400	1249	385	7	353	575	944	116	28	29	98	83	6	109	91	75	46	108
GO:0006007	glucose catabolic process	biological process	164	167	190	3	0	2	3	39	230	94	188	3	34	53	157	24	3	6	56	62	3	58	27	52	5	42
GO:0006011	UDP-glucose metabolic process	biological process	16	7	9	6	0	0	1	3	18	7	17	0	5	11	8	28	9	6	22	13	8	20	24	17	21	31
GO:0006012	galactose metabolic process	biological process	59	55	63	1	0	0	2	46	87	101	87	1	100	140	47	50	19	8	55	48	7	48	33	50	17	50
GO:0006013	mannose metabolic process	biological process	24	20	20	1	0	0	2	17	40	26	28	0	60	60	19	4	9	3	3	3	0	2	3	3	5	12
GO:0006014	D-ribose metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	3	0
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	1	1	2	2	2	4	1
GO:0006021	inositol biosynthetic process	biological process	41	18	40	1	2	2	5	22	52	20	47	2	1	11	12	5	4	3	12	21	1	15	1	14	2	5
GO:0006024	glycosaminoglycan biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006030	chitin metabolic process	biological process	0	0	0	0	0	0	0	1	0	2	0	0	16	25	0	0	7	0	0	0	0	0	0	0	7	0
GO:0006031	chitin biosynthetic process	biological process	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006032	chitin catabolic process	biological process	14	38	11	0	0	0	0	2	20	8	23	0	24	56	61	10	5	3	8	13	0	19	11	21	12	11
GO:0006040	amino sugar metabolic process	biological process	107	486	104	3	2	2	3	254	133	513	148	0	141	280	536	58	7	8	32	37	2	30	59	30	15	35
GO:0006044	N-acetylglucosamine metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1	1	3	3	3	1	3	4
GO:0006047	UDP-N-acetylglucosamine metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	12	13	0	13	5	8	1	8
GO:0006051	N-acetylmannosamine metabolic process	biological process	0	3	0	1	0	0	0	1	7	8	1	0	28	38	3	2	4	0	1	0	2	0	1	0	3	3
GO:0006064	glucuronate catabolic process	biological process	22	19	14	11	2	7	3	3	15	16	21	3	80	184	9	9	4	1	5	1	8	4	0	0	5	15
GO:0006069	ethanol oxidation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	3	1	3	0	1	12	1	8	9
GO:0006071	glycerol metabolic process	biological process	129	214	107	9	1	0	3	70	142	146	191	1	241	422	150	45	9	7	27	31	8	33	23	25	13	35
GO:0006072	glycerol-3-phosphate metabolic process	biological process	83	157	63	2	2	3	0	57	99	140	133	1	72	121	173	75	22	21	51	62	5	42	60	61	35	83
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological process	3	0	0	0	0	2	0	1	6	2	8	0	0	1	0	0	0	0	2	2	0	0	0	0	0	3
GO:0006078	(1->6)-beta-D-glucan biosynthetic process	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006080	substituted mannan metabolic process	biological process	1	2	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	2	0	0	0	2	0	0	0
GO:0006082	organic acid metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	3	3	4	3	4	10	11	4	10
GO:0006083	acetate metabolic process	biological process	18	16	17	0	0	0	1	7	17	9	21	0	13	16	13	9	5	1	16	7	0	10	6	5	5	10
GO:0006084	acetyl-CoA metabolic process	biological process	44	2	29	0	0	0	0	5	58	6	50	0	0	0	0	0	0	0	6	9	2	6	0	14	0	10
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	4	9	6	0	8	10	4	5	13
GO:0006089	lactate metabolic process	biological process	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
GO:0006090	pyruvate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	10	10	10	13	2	11	20	9	16	29
GO:0006091	generation of precursor metabolites and energy	biological process	16	0	19	0	1	0	0	5	22	9	37	0	0	0	0	0	0	0	2	7	0	5	0	4	0	3
GO:0006094	gluconeogenesis	biological process	804	1245	693	19	27	10	30	996	949	1942	982	13	825	1319	1200	190	41	40	195	190	16	208	145	187	54	176
GO:0006096	glycolytic process	biological process	2036	3177	1872	19	24	22	31	1535	2555	3334	2751	28	1106	1942	3237	460	86	100	595	680	20	649	389	650	132	576
GO:0006097	glyoxylate cycle	biological process	145	255	141	6	2	2	12	510	121	1000	150	13	379	610	229	59	16	16	41	36	2	37	42	29	24	50
GO:0006098	pentose-phosphate shunt	biological process	104	156	75	2	5	3	3	36	100	83	111	5	38	39	167	52	9	7	43	39	6	42	44	33	17	49
GO:0006099	tricarboxylic acid cycle	biological process	465	1631	441	19	12	5	17	752	472	1450	484	29	485	826	1648	379	89	82	245	218	18	240	302	189	140	315
GO:0006101	citrate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0006102	isocitrate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	4	6	10	0	7	11	3	6	16
GO:0006106	fumarate metabolic process	biological process	4	9	4	0	0	0	0	1	8	1	1	0	0	0	13	17	2	4	4	4	2	7	15	5	4	13
GO:0006108	malate metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	4	2	6	0	8	12	3	7	11
GO:0006109	regulation of carbohydrate metabolic process	biological process	139	346	97	1	1	0	6	233	127	429	145	1	51	113	331	61	17	23	53	58	1	66	61	53	21	42
GO:0006120	mitochondrial electron transport@ NADH to ubiquinone	biological process	45	103	18	0	0	0	0	31	36	52	42	0	39	48	93	31	6	4	23	15	0	16	26	15	6	18
GO:0006122	mitochondrial electron transport@ ubiquinol to cytochrome c	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
GO:0006139	nucleobase-containing compound metabolic process	biological process	817	1622	795	11	6	5	24	783	1021	1597	986	11	730	1084	1529	381	77	79	405	414	13	474	324	418	115	383
GO:0006144	purine nucleobase metabolic process	biological process	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	6	3	3	6	3	1	4	10	2	9	7
GO:0006146	adenine catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0006147	guanine catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	1	3	0	7	2
GO:0006163	purine nucleotide metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	9	10	29	31	1	24	28	22	13	29
GO:0006164	purine nucleotide biosynthetic process	biological process	940	1623	1002	7	7	2	12	987	1207	1905	1287	9	718	1010	1614	259	55	58	263	294	8	289	211	259	86	283
GO:0006165	nucleoside diphosphate phosphorylation	biological process	151	215	130	2	3	1	5	97	203	233	163	0	85	160	189	48	13	9	70	70	1	69	53	68	19	53
GO:0006166	purine ribonucleoside salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	5	4	20	16	1	15	16	11	5	12
GO:0006168	adenine salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	6	14	12	1	18	16	19	11	20
GO:0006171	cAMP biosynthetic process	biological process	5	3	3	5	0	0	0	3	5	5	3	0	0	2	3	2	2	4	11	9	2	6	3	10	3	13
GO:0006177	GMP biosynthetic process	biological process	146	231	142	2	2	0	3	126	170	234	188	0	103	162	227	66	16	14	74	84	3	89	60	81	23	66
GO:0006182	cGMP biosynthetic process	biological process	1	2	1	0	0	0	0	1	0	4	1	0	10	3	2	2	3	0	2	1	0	0	0	0	0	0
GO:0006183	GTP biosynthetic process	biological process	151	215	130	2	3	1	5	97	203	233	163	0	85	160	189	48	13	9	70	70	1	69	53	68	19	53
GO:0006188	IMP biosynthetic process	biological process	122	154	114	0	0	2	0	99	161	233	148	0	18	49	169	19	2	5	42	49	2	41	13	49	6	44
GO:0006189	'de novo' IMP biosynthetic process	biological process	193	402	181	1	0	1	2	258	237	626	241	4	152	273	399	220	50	52	151	173	7	164	167	159	79	212
GO:0006190	inosine salvage	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006198	cAMP catabolic process	biological process	9	17	5	0	0	0	0	40	9	94	8	0	10	13	29	12	3	7	7	10	0	7	12	12	3	9
GO:0006206	pyrimidine nucleobase metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	3	2	1	2	3	1	1	3
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	biological process	177	259	166	1	2	3	3	135	216	279	216	1	112	159	287	133	38	35	141	148	8	169	132	155	46	177
GO:0006212	uracil catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	0	6	0	0	5
GO:0006213	pyrimidine nucleoside metabolic process	biological process	30	23	32	1	1	0	2	10	49	20	46	1	15	16	28	18	2	6	19	17	2	16	9	15	7	17
GO:0006221	pyrimidine nucleotide biosynthetic process	biological process	491	574	510	9	8	5	4	325	639	634	615	5	245	382	602	127	23	28	190	216	5	222	110	220	33	166
GO:0006223	uracil salvage	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	1	3	4	1	7	5	1	6	6
GO:0006226	dUMP biosynthetic process	biological process	13	21	8	0	0	0	0	3	16	7	15	1	23	13	16	39	11	10	38	46	2	29	31	33	15	35
GO:0006228	UTP biosynthetic process	biological process	151	215	130	2	3	1	5	97	203	233	163	0	85	160	189	48	13	9	70	70	1	69	53	68	19	53
GO:0006229	dUTP biosynthetic process	biological process	17	15	6	0	0	0	0	6	16	34	13	0	2	8	13	39	8	9	48	52	1	40	34	32	10	34
GO:0006231	dTMP biosynthetic process	biological process	344	641	296	2	1	2	1	146	430	290	348	1	107	195	507	121	15	20	156	188	2	171	106	173	18	103
GO:0006233	dTDP biosynthetic process	biological process	8	16	7	0	0	0	0	10	8	13	9	0	8	13	7	57	10	8	47	44	1	51	48	43	12	40
GO:0006235	dTTP biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0006241	CTP biosynthetic process	biological process	151	215	130	2	3	1	5	97	203	233	163	0	85	160	189	48	13	9	70	70	1	69	53	68	19	53
GO:0006259	DNA metabolic process	biological process	892	1021	847	7	6	6	10	639	1105	1205	1231	7	468	766	1086	185	29	40	242	290	7	312	157	299	45	184
GO:0006260	DNA replication	biological process	5726	7838	5441	61	62	43	57	3187	7263	6293	7306	52	2380	3834	7187	1435	237	253	1905	2019	60	2194	1200	2095	362	1370
GO:0006261	DNA-dependent DNA replication	biological process	435	436	405	3	2	4	5	227	547	391	540	3	178	254	436	105	11	15	179	193	4	216	94	210	16	103
GO:0006265	DNA topological change	biological process	3824	4775	3519	27	25	27	60	2595	4900	5063	4810	30	1984	3176	4527	552	100	103	874	949	16	1027	474	987	128	686
GO:0006268	DNA unwinding involved in DNA replication	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
GO:0006269	DNA replication@ synthesis of RNA primer	biological process	21	46	11	1	0	0	0	1	26	10	22	0	3	10	35	38	9	7	47	50	3	44	28	52	13	45
GO:0006270	DNA replication initiation	biological process	277	314	271	1	3	4	6	137	333	377	294	3	122	222	306	135	26	29	182	184	7	221	108	216	49	173
GO:0006274	DNA replication termination	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO:0006275	regulation of DNA replication	biological process	229	258	224	1	1	5	2	97	290	229	254	3	91	143	244	89	14	16	140	146	2	175	73	162	24	112
GO:0006276	plasmid maintenance	biological process	15	34	6	0	0	0	0	3	15	11	12	0	0	8	55	20	1	3	11	9	3	7	20	6	4	13
GO:0006278	RNA-dependent DNA biosynthetic process	biological process	22	56	16	0	0	0	0	9	28	26	19	0	25	41	33	21	7	6	33	19	0	30	19	20	9	32
GO:0006281	DNA repair	biological process	3155	3883	3079	35	24	13	37	2335	4153	4846	4001	20	1477	2389	3774	1128	222	217	1449	1537	51	1623	959	1502	352	1220
GO:0006282	regulation of DNA repair	biological process	77	138	64	2	0	0	2	72	106	162	103	1	26	48	146	28	3	5	39	35	3	39	32	38	7	42
GO:0006284	base-excision repair	biological process	562	731	528	8	3	1	4	286	681	582	606	5	250	409	681	245	49	46	305	336	12	305	219	323	78	226
GO:0006289	nucleotide-excision repair	biological process	109	137	95	1	0	1	3	86	132	189	134	1	59	106	139	124	29	30	139	157	5	144	113	134	56	140
GO:0006298	mismatch repair	biological process	659	1766	618	3	4	4	8	853	837	1797	798	7	672	1145	1734	213	42	39	199	179	8	168	174	157	56	178
GO:0006302	double-strand break repair	biological process	0	0	0	0	0	0	0	0	0	1	0	1	1	4	0	0	0	0	1	1	1	0	0	2	1	1
GO:0006303	double-strand break repair via nonhomologous end joining	biological process	37	35	32	0	0	0	2	102	35	207	35	2	38	53	48	17	4	4	9	14	0	10	13	8	3	17
GO:0006304	DNA modification	biological process	437	977	388	5	1	0	3	95	644	256	511	2	94	180	1234	270	37	21	228	170	5	208	221	238	53	203
GO:0006306	DNA methylation	biological process	2068	2256	1902	8	14	3	21	692	2466	1516	2246	10	579	1039	2559	464	88	93	686	616	6	825	412	771	120	512
GO:0006308	DNA catabolic process	biological process	90	166	97	2	4	2	1	99	123	186	106	1	72	140	201	97	25	27	78	88	4	88	81	71	34	95
GO:0006310	DNA recombination	biological process	4484	7447	4318	37	30	24	43	2536	5655	5246	5573	41	2410	4062	7463	1731	386	333	1701	1715	68	1853	1379	1577	566	1645
GO:0006313	transposition@ DNA-mediated	biological process	2705	11256	2461	35	30	19	27	2217	3301	4451	3126	22	2109	4126	12178	1072	254	275	1501	1327	40	1504	911	1550	307	1325
GO:0006323	DNA packaging	biological process	63	37	68	0	0	0	0	0	73	9	77	0	0	1	35	40	1	0	43	47	0	61	40	58	2	8
GO:0006325	chromatin organization	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006333	chromatin assembly or disassembly	biological process	0	1	0	1	0	0	0	0	1	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0
GO:0006334	nucleosome assembly	biological process	1	6	2	1	2	2	0	31	0	57	3	2	11	17	3	14	3	6	5	3	1	3	10	6	5	9
GO:0006338	chromatin remodeling	biological process	0	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0
GO:0006351	transcription@ DNA-templated	biological process	4147	4727	3951	53	105	47	190	2606	5626	5556	5214	111	1997	3180	4461	520	100	116	1045	1096	36	1159	465	1198	108	751
GO:0006352	DNA-templated transcription@ initiation	biological process	2617	3780	2308	57	168	39	215	1807	2945	3470	2962	93	1523	2373	3373	782	187	214	1025	947	45	1051	628	884	253	834
GO:0006353	DNA-templated transcription@ termination	biological process	193	312	150	4	5	3	8	162	230	296	244	7	96	182	299	86	16	21	137	139	7	134	79	138	33	108
GO:0006355	regulation of transcription@ DNA-templated	biological process	8652	16652	7522	257	281	111	393	7587	9437	15115	9712	200	7173	11353	15808	5305	1199	1097	4219	3846	527	4367	4247	3642	1981	4531
GO:0006357	regulation of transcription from RNA polymerase II promoter	biological process	1	1	0	0	0	0	0	1	2	3	1	0	11	7	0	0	3	0	0	0	0	0	0	0	1	0
GO:0006364	rRNA processing	biological process	828	1625	727	3	10	3	12	813	991	1774	1013	12	760	1000	1481	404	79	73	454	493	22	457	336	475	121	397
GO:0006366	transcription from RNA polymerase II promoter	biological process	0	1	0	0	0	0	0	1	0	2	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0
GO:0006367	transcription initiation from RNA polymerase II promoter	biological process	1	1	0	0	0	0	0	0	1	1	1	0	5	8	0	0	0	0	0	0	0	0	1	0	0	0
GO:0006368	transcription elongation from RNA polymerase II promoter	biological process	0	0	1	0	0	0	0	0	0	1	0	0	10	6	0	0	3	0	0	0	0	0	0	0	2	0
GO:0006370	7-methylguanosine mRNA capping	biological process	2	6	0	1	0	0	0	0	1	0	6	0	1	3	3	4	0	0	0	2	0	0	3	1	0	0
GO:0006376	mRNA splice site selection	biological process	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
GO:0006378	mRNA polyadenylation	biological process	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	12	3	2	2	2	2	4	8	3	5	5
GO:0006383	transcription from RNA polymerase III promoter	biological process	1	3	0	0	0	0	0	0	1	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006388	tRNA splicing@ via endonucleolytic cleavage and ligation	biological process	39	9	24	0	0	0	0	7	54	7	44	0	4	6	6	7	2	0	6	5	0	7	5	10	4	9
GO:0006396	RNA processing	biological process	1594	2341	1444	19	14	11	17	1261	2129	2495	1969	13	830	1349	2149	538	123	123	641	702	27	696	459	675	180	578
GO:0006397	mRNA processing	biological process	3	6	3	0	0	0	0	3	1	8	2	1	12	11	3	6	2	0	1	0	0	1	2	0	4	3
GO:0006400	tRNA modification	biological process	799	1091	747	7	4	4	6	542	1044	1186	968	7	411	672	1053	243	42	52	259	281	16	275	193	299	81	256
GO:0006401	RNA catabolic process	biological process	25	119	20	0	0	0	0	106	32	196	25	0	9	44	120	23	2	6	17	8	1	13	19	10	4	22
GO:0006402	mRNA catabolic process	biological process	72	86	61	1	1	0	7	28	59	43	81	0	62	92	86	93	21	25	83	103	2	102	73	81	26	85
GO:0006406	mRNA export from nucleus	biological process	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006412	translation	biological process	9352	10652	8597	157	326	180	539	6248	12509	14364	11401	516	4351	7060	10356	2971	596	636	4809	5107	117	5192	2487	5105	833	3935
GO:0006413	translational initiation	biological process	511	561	452	9	17	4	21	246	636	636	590	14	254	368	525	187	36	39	275	301	6	289	149	292	50	218
GO:0006414	translational elongation	biological process	376	580	363	4	8	4	13	323	489	698	452	13	286	407	601	189	43	46	265	285	8	275	161	249	57	238
GO:0006415	translational termination	biological process	1048	1312	936	4	10	11	10	700	1260	1494	1347	7	505	833	1258	202	41	54	346	341	11	366	174	336	58	268
GO:0006418	tRNA aminoacylation for protein translation	biological process	7789	8427	7370	40	52	32	69	4837	10520	9712	9866	64	3179	5188	7791	1196	220	221	2268	2373	44	2513	1007	2580	303	1725
GO:0006419	alanyl-tRNA aminoacylation	biological process	840	919	740	6	10	4	6	600	1095	1247	1039	5	410	716	958	100	23	20	214	225	3	255	90	228	25	173
GO:0006420	arginyl-tRNA aminoacylation	biological process	530	592	510	4	10	3	3	280	699	589	664	9	203	328	545	124	16	16	215	238	4	244	110	226	36	165
GO:0006421	asparaginyl-tRNA aminoacylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	3	8	3	1	5	1	3	2	7
GO:0006422	aspartyl-tRNA aminoacylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	6	1	2	1	3
GO:0006423	cysteinyl-tRNA aminoacylation	biological process	104	148	93	0	0	0	3	64	141	132	128	1	19	26	140	46	7	9	66	74	1	75	35	72	14	64
GO:0006424	glutamyl-tRNA aminoacylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	11	9	31	43	1	36	33	30	17	44
GO:0006425	glutaminyl-tRNA aminoacylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	3	4	6	2	6	11	7	6	7
GO:0006426	glycyl-tRNA aminoacylation	biological process	537	1269	465	3	4	6	7	768	620	1600	606	8	579	1013	1326	145	33	27	165	181	6	184	109	186	40	150
GO:0006427	histidyl-tRNA aminoacylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	8	33	35	1	33	26	31	10	33
GO:0006428	isoleucyl-tRNA aminoacylation	biological process	31	47	28	1	0	0	0	37	52	50	46	1	12	32	38	56	10	10	90	98	3	109	45	90	16	77
GO:0006429	leucyl-tRNA aminoacylation	biological process	317	307	305	2	3	1	4	168	390	382	395	3	143	219	272	92	15	16	159	153	4	160	74	145	15	93
GO:0006430	lysyl-tRNA aminoacylation	biological process	317	342	296	0	3	0	2	163	408	359	350	1	262	353	310	77	17	14	123	141	5	145	69	138	22	111
GO:0006431	methionyl-tRNA aminoacylation	biological process	134	136	98	0	1	0	2	66	175	166	161	0	64	116	133	83	15	16	156	171	3	168	68	185	20	118
GO:0006432	phenylalanyl-tRNA aminoacylation	biological process	212	237	186	3	1	0	2	145	237	309	248	1	103	160	253	91	16	16	127	126	5	130	91	130	29	119
GO:0006433	prolyl-tRNA aminoacylation	biological process	136	158	140	0	0	0	0	108	176	208	183	2	62	103	166	57	14	11	101	97	2	115	47	82	18	72
GO:0006434	seryl-tRNA aminoacylation	biological process	228	240	209	0	1	1	1	147	346	314	362	2	103	155	235	66	12	12	110	113	2	115	48	135	16	88
GO:0006435	threonyl-tRNA aminoacylation	biological process	237	243	178	0	0	2	3	105	279	217	281	1	87	143	217	76	13	16	134	153	2	142	62	148	20	111
GO:0006436	tryptophanyl-tRNA aminoacylation	biological process	83	62	88	0	1	0	0	48	108	105	142	0	38	65	55	60	12	12	110	132	4	121	53	130	20	91
GO:0006437	tyrosyl-tRNA aminoacylation	biological process	129	131	116	0	3	0	1	66	165	185	163	0	51	89	132	62	15	14	111	126	3	114	64	134	23	91
