GO	description	category	ERR1809119	ERR1809120	ERR1809121	ERR1809122	ERR1809123	ERR1809124	ERR1809125	ERR1809127	ERR1809128	ERR1809129	ERR1809130	ERR1809131	ERR1809132	ERR1809133	ERR1809134	ERR1809135	ERR1809136	ERR1809137	ERR1809138	ERR1809139	ERR1809140	ERR1809141	ERR1809142	ERR1809143	ERR1809144	ERR1809145	ERR1809146	ERR1809147	ERR1809148	ERR1809149	ERR1809150	ERR1809151	ERR1809152	ERR1809153	ERR1809154	ERR1809155	ERR1809156
GO:0006051	N-acetylmannosamine metabolic process	biological process	54	45	51	52	42	8	19	0	38	38	53	33	31	23	22	19	27	15	12	11	7	43	35	38	43	12	8	1	47	4	8	7	8	7	12	17	6
GO:0006064	glucuronate catabolic process	biological process	1405	1365	1475	1451	1409	309	337	0	1300	1231	1305	1296	1004	1704	1621	1808	1735	1131	304	334	240	363	393	378	448	257	288	49	333	202	99	55	47	224	104	132	174
GO:0006071	glycerol metabolic process	biological process	262	242	294	217	308	60	40	0	186	166	195	149	154	89	76	81	104	52	91	77	58	116	96	112	135	145	136	28	84	31	9	34	30	25	53	67	18
GO:0006072	glycerol-3-phosphate metabolic process	biological process	107	99	112	96	96	22	24	0	71	74	84	49	48	85	100	112	98	68	25	23	12	22	29	29	24	36	38	3	21	18	4	84	62	36	8	14	11
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006080	substituted mannan metabolic process	biological process	8	4	5	11	2	2	6	0	6	4	2	0	4	2	1	4	2	1	7	6	6	1	2	2	2	1	1	0	8	0	0	5	3	1	7	2	1
GO:0006084	acetyl-CoA metabolic process	biological process	284	256	278	215	258	75	90	0	177	175	207	179	134	296	290	288	282	188	87	109	68	106	102	83	97	236	238	38	110	69	34	84	77	61	35	50	42
GO:0006089	lactate metabolic process	biological process	26	14	16	17	20	13	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
GO:0006091	generation of precursor metabolites and energy	biological process	5	18	14	18	14	3	2	0	14	16	18	17	7	4	2	1	1	1	9	15	8	7	3	5	10	10	8	1	12	0	0	0	0	0	9	3	0
GO:0006094	gluconeogenesis	biological process	3131	2980	3267	3203	3201	723	499	0	3112	3060	3350	3117	2545	3350	3104	3505	3339	2101	692	674	497	846	814	785	833	593	581	97	734	385	131	605	512	646	212	264	248
GO:0006096	glycolytic process	biological process	3616	3403	3607	3553	3502	865	865	2	3440	3386	3615	3389	2961	3460	3272	3760	3531	2302	875	912	633	1110	1014	1095	1134	943	967	143	973	554	259	1123	859	688	377	316	494
GO:0006097	glyoxylate cycle	biological process	54	77	85	108	91	16	1	0	2	3	2	0	0	1	0	0	2	1	1	0	0	2	2	2	3	1	1	0	1	1	0	0	0	0	3	0	0
GO:0006098	pentose-phosphate shunt	biological process	386	373	407	368	409	90	60	1	430	422	452	449	351	352	380	396	335	231	46	40	29	42	55	59	48	16	3	2	39	35	38	28	35	98	27	8	48
GO:0006099	tricarboxylic acid cycle	biological process	260	278	295	283	271	55	18	0	261	236	292	262	249	118	130	141	146	92	35	18	17	62	47	54	54	33	29	8	22	38	11	39	34	51	12	8	7
GO:0006106	fumarate metabolic process	biological process	16	13	13	28	27	6	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0006108	malate metabolic process	biological process	10	12	17	7	13	3	2	0	12	8	18	15	11	3	6	4	1	1	5	6	2	3	4	6	6	11	16	4	5	0	0	17	7	1	3	2	0
GO:0006109	regulation of carbohydrate metabolic process	biological process	172	176	205	168	177	33	46	0	189	181	190	159	156	85	63	101	94	60	110	103	75	108	124	132	131	69	98	18	120	13	4	80	76	25	29	39	9
GO:0006112	energy reserve metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	biological process	1	1	1	0	2	0	0	0	8	3	4	6	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	biological process	1	0	1	0	0	0	0	0	2	2	0	2	0	0	1	0	0	0	3	0	1	2	1	3	4	0	1	0	0	0	0	1	3	0	0	0	0
GO:0006139	nucleobase-containing compound metabolic process	biological process	1269	1283	1318	1314	1365	326	374	1	1289	1247	1346	1324	1207	1342	1271	1485	1389	887	491	485	365	508	504	491	544	500	519	97	425	278	101	583	479	340	145	184	185
GO:0006164	purine nucleotide biosynthetic process	biological process	2049	2089	2228	2156	2170	513	578	0	2306	2241	2496	2359	1977	2551	2369	2635	2480	1541	627	585	422	932	951	965	1005	1096	1110	160	689	411	137	792	640	616	223	255	272
GO:0006165	nucleoside diphosphate phosphorylation	biological process	115	110	148	156	133	21	5	0	154	129	174	121	103	62	52	71	50	42	32	37	21	29	23	22	18	8	11	1	17	15	8	20	24	18	6	4	4
GO:0006171	cAMP biosynthetic process	biological process	73	64	101	62	84	19	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	2	1	0	1	0	0
GO:0006177	GMP biosynthetic process	biological process	318	318	321	323	350	95	82	0	315	323	360	303	271	316	313	352	322	190	103	95	86	131	149	153	148	93	102	13	102	64	24	111	86	80	31	31	78
GO:0006183	GTP biosynthetic process	biological process	115	110	148	156	133	21	5	0	154	129	174	121	103	62	52	71	50	42	32	37	21	29	23	22	18	8	11	1	17	15	8	20	24	18	6	4	4
GO:0006188	IMP biosynthetic process	biological process	204	246	220	226	226	43	118	0	268	281	260	293	181	230	216	249	236	174	106	103	72	122	108	101	143	73	73	14	85	74	23	133	122	92	30	57	66
GO:0006189	'de novo' IMP biosynthetic process	biological process	463	462	507	475	455	113	128	0	494	440	537	486	383	535	500	602	537	334	152	153	114	178	182	204	196	328	343	48	127	103	54	175	122	144	37	59	89
GO:0006206	pyrimidine nucleobase metabolic process	biological process	6	5	9	11	8	2	6	0	7	5	5	3	4	0	6	7	4	0	6	6	3	10	4	9	3	2	3	0	10	1	0	1	1	2	2	6	0
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	biological process	258	247	237	260	277	51	103	0	212	211	213	195	171	252	268	271	293	178	116	110	99	116	100	109	109	140	143	29	102	88	13	137	110	125	40	38	63
GO:0006213	pyrimidine nucleoside metabolic process	biological process	54	44	57	37	62	8	8	0	17	11	22	21	11	10	14	9	16	3	18	11	12	18	12	13	14	6	11	2	29	2	0	6	3	4	14	8	1
GO:0006221	pyrimidine nucleotide biosynthetic process	biological process	804	824	880	849	863	187	131	0	734	783	891	829	673	810	738	852	895	534	214	197	182	321	257	283	285	383	353	49	212	163	35	257	218	207	67	75	142
GO:0006228	UTP biosynthetic process	biological process	115	110	148	156	133	21	5	0	154	129	174	121	103	62	52	71	50	42	32	37	21	29	23	22	18	8	11	1	17	15	8	20	24	18	6	4	4
GO:0006231	dTMP biosynthetic process	biological process	109	100	90	79	102	21	42	0	106	122	114	106	80	93	72	86	108	69	47	68	36	56	53	63	57	66	68	5	71	23	10	47	23	40	16	21	15
GO:0006233	dTDP biosynthetic process	biological process	14	14	13	14	14	9	3	0	19	19	18	19	22	5	4	11	8	5	7	9	1	8	6	13	12	10	15	0	4	0	0	22	15	5	1	3	0
GO:0006241	CTP biosynthetic process	biological process	115	110	148	156	133	21	5	0	154	129	174	121	103	62	52	71	50	42	32	37	21	29	23	22	18	8	11	1	17	15	8	20	24	18	6	4	4
GO:0006259	DNA metabolic process	biological process	1541	1464	1557	1549	1523	358	380	1	1417	1419	1534	1445	1285	1563	1517	1576	1587	961	479	452	322	562	515	522	539	604	615	91	434	276	101	548	508	363	138	185	181
GO:0006260	DNA replication	biological process	7261	7051	7445	7361	7469	1710	1824	1	7313	6826	7656	7094	5880	7294	6670	7465	7346	4772	2470	2526	1709	2841	2633	2801	2884	2790	2772	415	2194	1441	773	2282	1918	1684	785	860	1261
GO:0006261	DNA-dependent DNA replication	biological process	132	112	138	151	142	27	86	0	130	106	126	134	113	146	122	155	157	88	84	105	66	114	106	98	101	81	77	10	77	56	23	130	79	90	20	37	60
GO:0006265	DNA topological change	biological process	6414	6284	6561	6397	6777	1531	2081	5	6780	6392	6887	6787	5676	6309	6199	6678	6564	4189	2597	2649	1794	2801	2556	2778	2920	3065	3056	448	2261	1385	825	2286	1991	1775	770	857	1101
GO:0006269	DNA replication, synthesis of RNA primer	biological process	6	7	7	3	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006270	DNA replication initiation	biological process	646	651	706	663	694	144	90	0	1141	1086	1231	1148	963	388	351	376	393	263	96	85	65	111	110	122	144	44	60	11	66	46	18	98	73	44	22	25	51
GO:0006274	DNA replication termination	biological process	24	19	16	20	13	8	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
GO:0006275	regulation of DNA replication	biological process	258	257	280	239	251	57	51	0	315	290	348	332	267	241	234	228	255	153	77	63	48	87	74	90	101	37	54	8	52	33	12	72	53	39	14	20	24
GO:0006276	plasmid maintenance	biological process	10	13	16	7	11	4	0	0	0	0	2	0	0	3	3	4	3	0	3	5	2	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0
GO:0006278	RNA-dependent DNA biosynthetic process	biological process	14	12	15	6	14	3	0	0	3	2	4	2	3	5	7	8	7	4	0	0	0	0	0	0	0	2	2	0	1	1	0	0	2	0	2	0	0
GO:0006281	DNA repair	biological process	5412	5177	5544	5464	5514	1299	1442	0	5303	5170	5615	5266	4497	5462	5259	5718	5588	3593	1802	1710	1236	2038	2009	2070	2182	2000	2067	337	1577	1062	411	1977	1674	1236	511	700	914
GO:0006282	regulation of DNA repair	biological process	97	88	85	98	104	17	30	0	97	104	117	84	80	113	102	110	113	59	43	43	30	47	31	50	65	37	26	4	38	22	14	23	25	29	11	16	19
GO:0006284	base-excision repair	biological process	399	420	459	457	494	136	108	0	456	465	459	474	391	468	443	506	480	300	120	94	71	155	164	175	154	186	213	34	104	87	23	120	84	99	48	47	61
GO:0006289	nucleotide-excision repair	biological process	45	34	47	47	35	8	7	0	24	26	22	20	18	25	20	24	19	27	5	6	7	16	10	12	18	1	1	1	6	5	1	3	1	2	2	3	1
GO:0006298	mismatch repair	biological process	2350	2294	2439	2413	2428	604	431	0	2004	1887	2073	2006	1575	2433	2338	2641	2466	1593	733	749	522	725	718	778	717	625	739	100	651	343	199	676	585	465	173	256	291
GO:0006302	double-strand break repair	biological process	4	4	2	3	8	2	1	0	6	12	6	16	12	1	2	3	1	1	6	1	2	2	2	2	1	2	1	0	0	1	0	4	0	1	0	2	0
GO:0006303	double-strand break repair via nonhomologous end joining	biological process	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GO:0006304	DNA modification	biological process	409	435	422	419	417	81	5	0	639	624	701	637	552	277	295	303	276	172	66	46	38	59	63	59	66	35	40	6	57	11	4	96	85	28	9	1	27
GO:0006306	DNA methylation	biological process	1276	1146	1270	1254	1270	266	83	0	1602	1410	1613	1579	1368	1037	968	1035	1010	675	324	346	261	426	382	411	414	256	220	41	359	87	61	275	255	182	116	72	127
GO:0006308	DNA catabolic process	biological process	193	213	170	210	218	43	60	0	200	207	184	161	165	237	216	250	206	148	65	51	46	53	52	60	53	53	68	12	72	58	14	137	123	54	16	28	33
GO:0006310	DNA recombination	biological process	9350	8722	9373	9251	9309	2043	1754	1	8062	7959	8506	8178	6842	8049	7687	8488	8036	5264	2493	2609	1808	2620	2394	2523	2565	1839	1891	309	2342	1046	686	1765	1423	1221	762	703	918
GO:0006313	transposition, DNA-mediated	biological process	3226	3260	3334	3234	3228	740	139	0	2967	2728	3046	2924	2413	1507	1454	1575	1619	945	474	493	395	2297	2115	2247	2197	587	625	109	575	195	211	362	284	153	120	237	71
GO:0006323	DNA packaging	biological process	49	62	56	69	60	12	6	0	118	113	117	92	85	55	62	59	75	31	40	46	32	28	29	27	26	23	35	4	25	6	3	2	5	1	7	27	6
GO:0006334	nucleosome assembly	biological process	0	0	0	0	0	0	0	0	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006348	chromatin silencing at telomere	biological process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006351	transcription, DNA-templated	biological process	4758	4739	5048	4924	4984	1128	963	2	5086	4862	5173	4945	4338	4537	4350	4852	4769	3009	1265	1335	919	1761	1705	1774	1817	2433	2523	406	1324	835	243	1635	1331	1094	411	498	528
GO:0006352	DNA-templated transcription, initiation	biological process	4162	3891	4214	4116	4322	934	718	1	3477	3299	3661	3452	2838	3745	3513	4048	3781	2425	1036	1039	784	1109	1024	1087	1159	874	932	121	1051	555	196	959	795	561	358	364	424
GO:0006353	DNA-templated transcription, termination	biological process	256	286	305	258	273	64	20	0	252	217	232	213	191	299	310	321	303	214	46	42	23	37	60	47	55	38	30	10	30	30	12	78	50	37	8	9	16
GO:0006355	regulation of transcription, DNA-templated	biological process	15474	14635	15647	15162	15492	3483	2794	3	15198	14769	16076	15264	12721	12853	12154	13740	12926	8301	4046	4118	2981	4540	4255	4558	4703	3817	3827	600	4216	1897	884	3492	2869	2108	1417	1513	1399
GO:0006364	rRNA processing	biological process	1133	1108	1137	1131	1156	248	322	1	1282	1307	1358	1277	1114	1081	923	1095	1021	661	447	477	319	585	571	552	584	558	511	87	477	243	93	499	415	313	138	208	172
GO:0006367	transcription initiation from RNA polymerase II promoter	biological process	6	3	1	2	3	0	1	0	12	10	4	10	18	17	12	15	13	10	2	3	0	2	2	4	0	0	1	0	0	0	1	2	0	0	1	4	0
GO:0006368	transcription elongation from RNA polymerase II promoter	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	biological process	9	8	9	8	9	2	0	0	10	6	15	7	9	0	1	0	0	1	3	2	1	2	1	1	0	0	0	0	3	2	0	1	4	0	1	0	0
GO:0006396	RNA processing	biological process	2013	1983	2125	2051	2157	530	621	1	2008	1941	2215	1943	1806	1787	1774	1958	1918	1196	817	846	598	909	873	950	943	746	770	132	841	392	175	791	637	504	271	387	299
GO:0006397	mRNA processing	biological process	41	48	43	40	44	7	0	0	38	40	50	41	30	19	24	30	23	15	2	4	4	0	3	3	2	0	0	0	2	0	4	1	2	0	1	0	1
GO:0006400	tRNA modification	biological process	1271	1164	1337	1234	1346	257	324	1	1228	1209	1257	1320	1076	1235	1212	1331	1414	877	380	369	248	449	461	470	464	423	402	75	380	224	108	429	351	341	105	160	161
GO:0006401	RNA catabolic process	biological process	424	367	445	429	414	94	37	0	324	288	341	302	273	214	215	228	217	151	23	39	31	94	67	82	89	22	12	3	38	15	13	18	16	7	13	8	88
GO:0006402	mRNA catabolic process	biological process	41	30	36	36	22	4	3	0	11	13	11	9	13	5	3	4	3	6	4	5	5	7	4	5	2	2	1	0	5	0	0	1	1	3	2	0	1
GO:0006412	translation	biological process	11466	11301	11834	11571	11715	2614	1601	1	12748	12245	13418	12454	10611	10545	10236	11170	10648	6925	2543	2500	1823	3509	3210	3456	3440	3776	3830	644	2939	1500	411	3327	2741	2068	839	891	753
GO:0006413	translational initiation	biological process	752	692	728	752	736	194	101	0	777	781	821	711	639	726	708	825	732	495	122	130	87	190	172	163	190	150	130	23	139	92	27	168	132	144	33	57	51
GO:0006414	translational elongation	biological process	640	596	572	595	604	137	74	0	677	599	657	713	560	510	494	568	541	357	130	136	112	161	166	191	175	149	137	20	164	71	24	167	147	76	50	37	46
GO:0006415	translational termination	biological process	1133	1112	1130	1211	1230	271	300	1	1121	1108	1175	1124	1014	1188	1173	1257	1161	800	406	448	272	476	434	471	438	399	367	62	357	281	83	373	300	356	125	159	250
GO:0006417	regulation of translation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006418	tRNA aminoacylation for protein translation	biological process	10133	10012	10560	10167	10641	2459	2634	1	10193	9693	10682	10249	8463	10755	10051	11190	10833	6893	3597	3575	2603	4191	4003	4179	4378	4281	4355	675	3385	2184	743	4132	3396	2757	1012	1328	1631
GO:0006419	alanyl-tRNA aminoacylation	biological process	1229	1265	1225	1239	1313	317	265	0	1100	1128	1201	1199	996	1324	1290	1463	1363	946	403	434	275	467	462	446	432	419	401	66	376	219	80	467	369	260	129	162	189
GO:0006420	arginyl-tRNA aminoacylation	biological process	468	487	510	464	494	112	125	0	515	473	559	502	427	434	377	425	357	245	184	178	125	221	225	208	245	329	341	49	192	118	37	310	249	213	62	78	79
GO:0006423	cysteinyl-tRNA aminoacylation	biological process	95	99	99	76	100	25	18	0	81	90	101	92	75	103	83	86	94	60	19	28	16	30	32	21	33	35	39	3	27	13	9	37	25	14	10	13	15
GO:0006426	glycyl-tRNA aminoacylation	biological process	316	321	343	347	341	74	58	0	354	331	325	309	288	186	176	215	197	141	67	73	61	150	149	171	160	582	601	88	68	44	10	76	33	14	22	16	20
GO:0006428	isoleucyl-tRNA aminoacylation	biological process	1	2	5	3	1	1	3	0	0	1	2	0	0	1	2	0	1	1	1	1	2	2	0	3	0	1	2	0	4	0	0	0	0	1	0	0	1
GO:0006429	leucyl-tRNA aminoacylation	biological process	29	28	31	39	42	5	14	0	37	30	44	38	33	15	29	26	22	12	27	30	17	23	17	27	29	21	27	3	24	11	8	23	27	15	4	8	8
GO:0006430	lysyl-tRNA aminoacylation	biological process	140	148	144	157	170	27	59	0	166	131	150	116	100	140	132	166	172	86	67	72	48	69	62	73	58	116	121	27	59	52	20	62	56	61	20	22	27
GO:0006431	methionyl-tRNA aminoacylation	biological process	11	14	15	8	8	2	3	0	15	11	20	10	16	11	8	22	9	10	7	3	6	6	7	9	3	6	7	1	7	3	0	15	7	4	1	2	3
GO:0006432	phenylalanyl-tRNA aminoacylation	biological process	496	497	531	524	521	95	124	1	516	470	540	520	425	544	553	568	558	347	133	100	99	168	166	163	170	120	127	19	128	80	21	175	156	141	43	60	43
GO:0006433	prolyl-tRNA aminoacylation	biological process	174	154	145	160	179	44	23	0	170	151	174	166	134	175	208	226	205	133	50	54	33	66	41	56	58	48	44	8	46	25	2	73	79	53	14	16	15
GO:0006434	seryl-tRNA aminoacylation	biological process	85	96	86	95	91	23	31	0	114	79	102	105	85	63	65	71	61	52	35	38	22	40	37	48	61	38	38	8	38	16	8	42	40	27	15	16	13
GO:0006435	threonyl-tRNA aminoacylation	biological process	26	25	39	21	29	12	13	0	26	27	27	25	24	26	19	25	26	22	24	30	14	28	31	28	35	18	13	7	32	13	9	28	23	22	5	7	24
GO:0006436	tryptophanyl-tRNA aminoacylation	biological process	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006437	tyrosyl-tRNA aminoacylation	biological process	25	32	27	24	31	9	13	0	28	30	28	34	20	21	29	32	34	20	14	27	12	18	19	22	17	23	28	4	11	8	1	21	15	11	4	5	4
GO:0006438	valyl-tRNA aminoacylation	biological process	113	120	140	127	133	32	15	0	97	103	126	113	84	103	96	104	82	91	40	37	26	44	44	53	40	41	47	10	34	14	1	38	34	35	15	12	10
GO:0006450	regulation of translational fidelity	biological process	38	38	36	50	37	6	9	0	48	59	53	47	35	16	12	18	7	12	11	15	12	13	23	18	21	10	12	1	7	1	2	22	14	7	1	1	3
GO:0006452	translational frameshifting	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006457	protein folding	biological process	2554	2426	2625	2555	2653	557	534	0	2742	2609	2877	2689	2275	2338	2255	2465	2305	1523	839	866	583	1019	892	971	960	783	841	129	904	381	160	775	670	558	284	288	228
GO:0006461	protein complex assembly	biological process	14	11	10	9	9	3	3	1	3	3	6	7	5	7	8	7	11	7	0	2	0	5	5	5	3	0	0	0	1	6	0	11	11	4	1	0	2
GO:0006464	cellular protein modification process	biological process	126	83	121	81	139	19	42	0	128	130	122	132	105	104	83	97	76	56	61	69	34	65	66	75	73	105	87	14	78	12	3	78	54	33	21	28	7
GO:0006465	signal peptide processing	biological process	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006468	protein phosphorylation	biological process	161	134	167	164	151	22	36	0	370	342	373	346	307	83	93	111	109	62	100	121	92	122	73	82	84	74	81	16	107	22	31	97	66	79	32	37	12
GO:0006470	protein dephosphorylation	biological process	12	7	9	7	2	1	2	0	5	1	9	2	6	3	2	2	4	8	0	3	0	0	3	0	1	2	1	0	1	0	0	0	0	1	3	0	1
GO:0006471	protein ADP-ribosylation	biological process	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006479	protein methylation	biological process	0	1	0	1	0	1	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0006480	N-terminal protein amino acid methylation	biological process	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006481	C-terminal protein methylation	biological process	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006486	protein glycosylation	biological process	8	8	6	2	4	2	2	0	1	1	0	3	1	3	3	1	3	1	0	0	2	4	0	0	0	0	0	0	1	0	0	4	5	0	0	0	2
GO:0006487	protein N-linked glycosylation	biological process	1	4	2	1	2	3	0	0	0	0	1	0	0	5	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006493	protein O-linked glycosylation	biological process	9	7	9	15	14	3	1	0	4	5	2	2	5	1	2	5	1	1	1	1	3	8	11	5	8	11	7	3	0	2	0	1	1	1	1	9	0
GO:0006506	GPI anchor biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006508	proteolysis	biological process	11546	11325	11741	11572	12055	2777	3209	3	11580	11202	12355	11674	9920	12868	11986	13479	12811	8376	4261	4199	3010	4536	4445	4561	4824	4581	4737	788	3985	2676	1139	4045	3281	3880	1294	1431	1863
GO:0006511	ubiquitin-dependent protein catabolic process	biological process	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006520	cellular amino acid metabolic process	biological process	4040	3920	3917	3761	4190	924	1015	0	3870	3673	3969	3758	3233	4138	3885	4347	4159	2658	1250	1348	910	1550	1385	1545	1474	1133	1145	197	1260	777	283	1615	1322	992	415	489	578
GO:0006522	alanine metabolic process	biological process	44	32	37	30	35	5	19	0	43	54	54	53	53	25	15	14	19	13	29	32	26	38	35	37	45	33	44	7	16	12	1	31	20	16	18	15	7
GO:0006523	alanine biosynthetic process	biological process	200	168	177	183	204	46	20	0	182	177	168	170	117	268	259	279	267	192	34	26	18	65	59	58	57	17	12	0	21	46	7	75	47	70	8	6	14
GO:0006525	arginine metabolic process	biological process	160	173	157	149	149	42	7	0	135	133	164	153	139	114	105	127	113	93	34	40	27	28	38	43	40	43	19	5	36	5	11	8	6	16	18	16	2
GO:0006526	arginine biosynthetic process	biological process	554	564	627	579	665	136	227	0	999	1033	1129	986	858	477	515	508	470	320	280	285	203	524	464	500	481	462	452	64	428	93	37	345	246	180	108	135	102
GO:0006527	arginine catabolic process	biological process	64	72	66	50	77	9	4	0	25	29	31	26	23	33	25	35	19	17	18	12	12	22	11	9	11	20	15	3	12	4	5	7	8	6	8	14	3
GO:0006529	asparagine biosynthetic process	biological process	914	881	904	911	976	185	289	0	951	900	897	900	710	935	874	892	926	614	306	341	241	319	301	352	337	242	233	43	280	193	116	104	67	174	93	162	178
GO:0006535	cysteine biosynthetic process from serine	biological process	76	80	94	77	86	21	18	0	45	54	65	57	39	50	59	70	61	40	21	29	12	14	19	23	11	12	18	0	23	17	7	34	23	9	8	6	6
GO:0006537	glutamate biosynthetic process	biological process	550	535	566	544	557	140	237	1	680	628	690	713	565	561	506	564	582	346	248	232	165	207	213	231	235	160	168	28	185	150	101	190	164	125	89	93	184
GO:0006541	glutamine metabolic process	biological process	605	612	668	697	696	159	177	0	629	638	655	641	513	676	638	724	684	434	202	197	134	171	188	190	208	92	72	13	113	130	60	272	254	133	55	50	117
GO:0006542	glutamine biosynthetic process	biological process	124	113	142	125	130	25	24	0	211	210	211	207	179	100	79	94	87	66	36	31	18	37	38	45	44	25	28	2	47	12	5	18	8	30	12	10	7
GO:0006544	glycine metabolic process	biological process	55	41	53	43	48	16	21	0	41	51	40	48	43	64	49	75	63	37	16	16	20	21	31	32	17	22	26	4	35	11	3	26	18	17	8	12	11
GO:0006545	glycine biosynthetic process	biological process	212	237	231	246	260	44	54	0	257	235	280	254	213	252	242	287	220	165	70	73	51	95	100	107	125	125	121	24	53	52	29	117	88	119	16	26	29
GO:0006546	glycine catabolic process	biological process	604	556	614	605	609	131	238	0	363	417	427	410	335	778	722	843	743	439	157	156	108	137	164	162	150	114	116	10	135	221	60	349	293	206	57	83	215
GO:0006547	histidine metabolic process	biological process	9	15	12	13	13	5	4	0	4	4	3	1	2	7	7	4	7	5	0	0	0	5	1	0	0	0	0	0	2	0	0	1	2	1	1	0	0
GO:0006555	methionine metabolic process	biological process	288	326	306	285	327	57	59	0	280	262	294	284	280	263	261	244	278	174	89	107	67	129	78	106	111	51	42	7	89	46	15	175	129	82	33	24	51
GO:0006556	S-adenosylmethionine biosynthetic process	biological process	1062	1081	1129	1081	1115	274	280	0	1212	1168	1258	1202	971	955	993	1010	1044	639	427	410	300	402	415	460	485	332	305	41	375	156	88	303	241	256	127	163	208
GO:0006561	proline biosynthetic process	biological process	88	105	109	98	101	29	44	0	103	108	118	116	108	87	105	113	89	62	54	41	44	53	58	70	80	65	51	6	54	34	8	53	55	21	14	31	18
GO:0006563	L-serine metabolic process	biological process	55	41	53	43	48	16	21	0	41	51	40	48	43	64	49	75	63	37	16	16	20	21	31	32	17	22	26	4	35	11	3	26	18	17	8	12	11
GO:0006564	L-serine biosynthetic process	biological process	95	78	87	104	89	22	46	0	121	118	104	117	94	129	120	127	125	89	17	22	20	30	23	16	16	2	4	0	7	30	5	31	19	23	1	3	22
GO:0006568	tryptophan metabolic process	biological process	519	439	488	450	494	118	176	0	520	544	555	521	462	399	413	506	419	283	174	159	120	269	268	243	244	94	99	23	111	105	69	120	114	65	62	45	134
GO:0006571	tyrosine biosynthetic process	biological process	69	70	91	85	64	15	50	0	85	95	104	109	82	62	54	47	59	45	34	48	19	78	59	74	60	169	177	22	43	36	9	58	48	7	21	23	14
