GO	description	category	ERR1811624	ERR1811625	ERR1811626	ERR1811627	ERR1811628	ERR1811629	ERR1811630	ERR1811631	ERR1811632	ERR1811633	ERR1811634	ERR1811635	ERR1811636	ERR1811637	ERR1811638	ERR1811639	ERR1811640	ERR1811641	ERR1811642	ERR1811643	ERR1811644	ERR1811645	ERR1811646	ERR1811647	ERR1811648	ERR1811649	ERR1811650	ERR1811651	ERR1811652	ERR1811653	ERR1811654	ERR1811655	ERR1811656	ERR1811657	ERR1811658	ERR1811659	ERR1811660	ERR1811661
GO:0005542	folic acid binding	molecular function	552	507	1154	547	687	458	829	626	662	766	1317	550	728	453	1334	195	541	346	1037	1480	1411	310	490	528	751	840	1423	1108	1243	1210	801	730	1700	859	1102	875	209	921
GO:0005543	phospholipid binding	molecular function	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0005544	calcium-dependent phospholipid binding	molecular function	13	15	14	8	15	5	3	20	11	11	11	5	5	3	18	6	16	12	11	12	20	9	13	3	11	13	24	19	8	15	9	1	13	8	15	2	7	3
GO:0005545	1-phosphatidylinositol binding	molecular function	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	2	4	1	0	1	3	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0
GO:0005549	odorant binding	molecular function	2	0	0	0	4	0	3	0	0	1	2	2	0	0	2	1	6	1	1	1	2	10	7	2	0	0	1	2	3	0	1	1	0	1	2	1	0	0
GO:0005576	extracellular region	cellular component	526	496	1252	703	899	426	688	517	651	862	1000	692	672	373	832	459	1055	855	743	898	886	766	924	1211	612	652	1089	681	1296	917	653	478	1239	1025	775	736	592	771
GO:0005578	proteinaceous extracellular matrix	cellular component	0	0	2	1	3	0	1	2	1	0	2	0	1	2	0	0	0	1	0	3	0	1	2	0	0	2	3	0	1	0	2	0	1	0	1	0	1	0
GO:0005581	collagen trimer	cellular component	0	1	3	0	0	2	5	2	4	0	3	1	1	0	2	1	1	4	1	9	3	0	2	1	1	0	2	0	2	4	2	3	5	1	1	2	0	0
GO:0005615	extracellular space	cellular component	150	230	628	431	566	143	226	626	558	433	291	353	485	80	217	412	546	515	338	412	389	388	698	668	432	440	778	219	169	201	290	485	195	148	351	273	233	218
GO:0005618	cell wall	cellular component	92	180	478	326	458	103	188	139	352	332	148	310	230	114	192	213	402	292	184	278	262	221	250	394	197	183	322	168	242	201	192	124	309	173	187	228	187	169
GO:0005622	intracellular	cellular component	16940	18760	40086	25235	37428	10821	23509	18224	25223	27314	25390	22334	20341	11654	33149	10183	23636	22100	28759	36758	33227	15229	21646	25927	19696	23647	36521	24925	29303	30905	23519	20284	39114	26089	26582	26419	11028	24933
GO:0005634	nucleus	cellular component	69	40	84	69	93	47	93	124	69	81	91	65	69	33	74	59	82	83	84	76	83	96	78	92	56	68	83	58	93	95	70	42	90	74	76	36	26	85
GO:0005639	integral component of nuclear inner membrane	cellular component	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005643	nuclear pore	cellular component	5	0	4	2	7	1	11	3	1	1	9	3	3	5	7	1	0	6	2	7	2	2	1	1	3	1	3	15	8	6	0	1	8	18	3	3	0	2
GO:0005663	DNA replication factor C complex	cellular component	0	2	0	1	2	1	0	0	3	1	0	0	0	0	2	0	0	0	2	1	5	0	0	1	1	0	2	2	0	1	1	0	1	0	0	0	0	2
GO:0005664	nuclear origin of replication recognition complex	cellular component	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0005665	DNA-directed RNA polymerase II, core complex	cellular component	2	3	1	0	0	0	4	0	1	0	1	0	0	0	2	0	1	0	2	1	1	0	0	2	0	0	1	4	6	0	0	0	1	2	1	0	0	0
GO:0005666	DNA-directed RNA polymerase III complex	cellular component	0	0	2	0	1	1	2	0	0	2	4	2	1	1	2	3	0	1	0	0	1	0	0	0	1	0	0	0	5	2	0	0	2	1	2	0	0	0
GO:0005667	transcription factor complex	cellular component	7	4	2	3	0	0	8	5	3	0	4	0	3	0	11	0	1	0	5	2	7	0	0	3	0	0	2	1	2	1	5	1	4	2	2	0	0	1
GO:0005669	transcription factor TFIID complex	cellular component	1	1	0	0	0	0	2	1	2	4	0	0	2	0	0	0	0	3	0	0	1	0	0	1	0	0	1	0	1	1	4	2	0	0	1	0	0	0
GO:0005672	transcription factor TFIIA complex	cellular component	2	4	5	6	1	2	3	1	2	7	3	2	2	1	6	0	7	9	4	2	2	0	2	3	1	1	1	14	2	6	1	3	6	4	1	2	3	8
GO:0005674	transcription factor TFIIF complex	cellular component	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0005680	anaphase-promoting complex	cellular component	0	1	1	0	1	2	4	2	0	0	1	4	0	5	2	0	2	1	5	0	5	3	0	0	2	1	2	5	1	0	1	2	3	7	0	0	6	1
GO:0005681	spliceosomal complex	cellular component	1	1	2	2	2	0	2	2	0	0	3	3	3	2	0	1	0	4	0	1	3	4	1	2	0	0	0	1	2	0	1	2	0	1	0	2	0	0
GO:0005685	U1 snRNP	cellular component	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005694	chromosome	cellular component	2300	2385	4711	3193	4533	1664	3086	2347	3147	3548	3544	2758	2489	1519	4559	1027	2442	2568	3752	4743	4404	1455	1874	2563	2504	3037	4361	3209	3980	4404	3004	2455	5531	3349	3449	3071	1294	3428
GO:0005727	extrachromosomal circular DNA	cellular component	51	9	17	22	21	7	53	22	27	29	18	15	56	30	40	31	16	12	27	39	41	17	23	64	86	54	60	35	21	46	53	22	47	31	31	22	30	11
GO:0005730	nucleolus	cellular component	0	4	8	16	17	5	19	12	13	8	11	8	5	2	8	9	11	11	12	7	13	10	5	10	10	10	13	5	13	9	11	7	16	9	10	10	6	6
GO:0005732	small nucleolar ribonucleoprotein complex	cellular component	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	4	1	0	1	0	0	0	1	1	0	0	0	0	0	0
GO:0005737	cytoplasm	cellular component	26405	28659	61033	34342	51823	17021	35790	27195	35195	39707	39302	30811	29428	17648	51133	12864	30389	29046	43100	53604	50043	18124	24979	31275	28872	35678	53111	38363	43824	47709	35625	30201	59915	38953	40064	38814	14262	36690
GO:0005739	mitochondrion	cellular component	7	3	4	6	10	0	6	4	6	6	2	6	6	2	6	0	4	12	7	9	11	3	9	3	4	4	11	1	10	1	9	3	2	6	3	2	1	9
GO:0005740	mitochondrial envelope	cellular component	0	0	0	0	0	0	1	0	0	0	0	1	5	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
GO:0005741	mitochondrial outer membrane	cellular component	0	1	1	0	2	1	1	0	0	3	1	1	3	0	2	2	0	2	1	2	2	2	0	0	3	2	0	1	2	0	2	3	1	0	2	1	0	0
GO:0005742	mitochondrial outer membrane translocase complex	cellular component	6	3	13	6	13	14	9	11	7	9	24	3	5	5	20	9	8	5	9	6	8	6	5	4	2	5	7	11	2	5	6	5	5	9	3	2	4	6
GO:0005743	mitochondrial inner membrane	cellular component	7	7	5	2	4	3	2	5	3	10	7	7	4	3	12	9	7	3	9	12	7	0	5	2	3	2	11	7	6	6	3	4	12	3	8	7	1	5
GO:0005744	mitochondrial inner membrane presequence translocase complex	cellular component	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GO:0005746	mitochondrial respiratory chain	cellular component	2	1	3	2	9	4	1	3	1	6	3	2	4	1	1	2	0	0	1	3	5	0	0	6	1	4	6	0	4	3	6	1	3	0	2	2	0	5
GO:0005747	mitochondrial respiratory chain complex I	cellular component	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
GO:0005750	mitochondrial respiratory chain complex III	cellular component	3	7	8	6	5	2	5	6	2	5	7	13	3	2	8	2	2	5	7	8	8	1	5	3	2	3	10	2	5	4	4	3	7	2	7	5	0	0
GO:0005751	mitochondrial respiratory chain complex IV	cellular component	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	3	0	1	2	1	0
GO:0005758	mitochondrial intermembrane space	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005759	mitochondrial matrix	cellular component	1	0	1	0	0	0	0	1	0	0	1	0	1	0	3	0	4	2	1	0	1	2	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
GO:0005761	mitochondrial ribosome	cellular component	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
GO:0005763	mitochondrial small ribosomal subunit	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005764	lysosome	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005773	vacuole	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005777	peroxisome	cellular component	2	12	27	22	61	4	9	25	55	32	3	36	35	4	10	31	67	45	10	19	14	40	24	50	33	28	78	4	4	1	21	18	9	1	23	22	28	9
GO:0005779	integral component of peroxisomal membrane	cellular component	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005780	extrinsic component of intraperoxisomal membrane	cellular component	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0005783	endoplasmic reticulum	cellular component	4	7	9	5	9	8	15	11	9	15	5	12	15	3	16	8	16	8	10	18	12	15	9	7	11	12	17	6	8	7	1	3	12	9	18	12	5	9
GO:0005785	signal recognition particle receptor complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	cellular component	0	0	2	0	1	0	0	3	0	0	0	0	1	0	0	1	5	4	1	0	0	1	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
GO:0005787	signal peptidase complex	cellular component	5	1	0	1	0	0	1	4	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	2	2	0	1	1	1	1	0	0	0	0	0	0
GO:0005788	endoplasmic reticulum lumen	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0005789	endoplasmic reticulum membrane	cellular component	7	6	17	9	7	1	16	11	5	4	1	8	9	2	3	5	6	11	4	6	6	6	4	8	8	6	13	2	6	5	2	5	3	5	9	8	3	2
GO:0005794	Golgi apparatus	cellular component	6	3	9	4	5	1	9	9	7	9	6	7	7	2	9	2	6	1	10	9	6	0	2	2	6	7	7	5	0	4	14	6	1	2	7	8	3	6
GO:0005795	Golgi stack	cellular component	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
GO:0005801	cis-Golgi network	cellular component	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0
GO:0005815	microtubule organizing center	cellular component	1	0	0	1	1	0	2	5	3	2	1	2	0	0	1	1	2	7	0	0	0	5	3	2	0	0	2	0	1	1	2	1	1	1	0	0	0	1
GO:0005829	cytosol	cellular component	1	9	16	24	11	15	10	7	15	23	15	10	16	3	21	7	24	26	16	18	17	13	21	22	12	10	19	24	21	26	7	3	27	23	10	5	14	4
GO:0005834	heterotrimeric G-protein complex	cellular component	4	2	2	2	9	2	4	2	5	4	4	3	1	0	2	0	0	4	0	7	1	1	0	4	4	4	5	6	3	7	3	2	0	3	3	1	6	0
GO:0005835	fatty acid synthase complex	cellular component	32	29	60	66	80	31	47	42	59	56	56	55	50	14	67	29	60	51	42	81	68	61	77	114	32	43	96	56	58	73	52	41	67	67	56	43	73	49
GO:0005839	proteasome core complex	cellular component	343	445	737	748	1018	509	461	441	708	566	1066	545	355	279	745	224	499	521	692	672	767	299	484	596	427	524	677	652	815	826	455	449	1244	628	548	455	396	761
GO:0005840	ribosome	cellular component	21303	23859	49021	33048	48011	14941	29201	22781	31990	34542	34057	28686	25185	14178	41500	12222	29085	27558	35376	45114	41094	18839	26114	31730	23977	29508	45335	33074	37609	39979	28830	25598	53099	33558	33035	32067	13987	31968
GO:0005845	mRNA cap binding complex	cellular component	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005849	mRNA cleavage factor complex	cellular component	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
GO:0005852	eukaryotic translation initiation factor 3 complex	cellular component	7	4	3	3	10	2	3	9	2	3	5	4	3	0	3	4	3	4	2	10	7	4	4	6	7	3	4	8	2	2	2	3	5	2	8	0	0	2
GO:0005853	eukaryotic translation elongation factor 1 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0005856	cytoskeleton	cellular component	0	0	7	2	3	2	3	1	3	4	8	2	4	0	4	2	5	5	0	3	4	0	6	6	1	2	2	5	3	0	0	1	9	1	3	7	4	5
GO:0005861	troponin complex	cellular component	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
GO:0005869	dynactin complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005871	kinesin complex	cellular component	28	39	56	64	91	41	46	60	80	44	73	42	59	10	38	27	48	40	48	57	53	14	13	34	25	44	103	20	24	31	25	42	33	13	38	18	8	33
GO:0005874	microtubule	cellular component	18	22	32	30	41	62	25	16	22	24	158	19	20	9	31	18	36	35	56	56	37	17	20	45	27	28	46	42	71	59	30	16	106	48	46	20	14	58
GO:0005875	microtubule associated complex	cellular component	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005876	spindle microtubule	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0005882	intermediate filament	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0005885	Arp2/3 protein complex	cellular component	1	0	2	0	8	0	0	0	1	1	2	3	0	0	2	3	1	10	2	0	2	1	0	3	0	0	0	3	0	0	1	0	3	0	0	0	0	0
GO:0005886	plasma membrane	cellular component	2227	2273	4754	2886	3902	1530	2652	2049	2829	3185	3839	2310	2608	1407	4254	1362	3480	2552	4116	4683	4082	2217	3247	3350	2294	2768	4590	3362	3553	4180	2596	2559	5177	3326	3222	2897	2097	3046
GO:0005887	integral component of plasma membrane	cellular component	1332	1627	3166	2289	3539	1020	1997	1611	2062	2340	2638	1905	1887	1099	3049	1016	2055	2049	2584	3169	2889	1314	1813	2314	1752	2096	3440	2543	2673	2971	1962	1931	3896	2311	2264	1867	1000	2190
GO:0005890	sodium:potassium-exchanging ATPase complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0
GO:0005891	voltage-gated calcium channel complex	cellular component	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005921	gap junction	cellular component	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0
GO:0005923	bicellular tight junction	cellular component	0	1	2	3	2	0	5	1	1	2	4	0	2	0	3	0	1	0	2	4	2	0	0	1	1	1	0	2	1	1	0	4	6	0	3	0	1	0
GO:0005925	focal adhesion	cellular component	1	2	3	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	3	2	0	1	0	2	1	3	2	0	2	0	0	1	0	0	1	0	1	0
GO:0005938	cell cortex	cellular component	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0005940	septin ring	cellular component	1	0	1	2	0	0	0	0	0	0	1	2	4	0	0	0	3	3	6	6	0	2	5	5	0	1	1	0	2	1	0	0	0	1	5	0	11	1
GO:0005956	protein kinase CK2 complex	cellular component	6	2	7	8	4	1	4	7	0	7	5	4	1	5	3	1	9	2	3	7	1	2	0	0	5	6	5	2	2	5	4	1	3	3	1	4	2	2
GO:0005960	glycine cleavage complex	cellular component	14	8	34	25	28	4	20	8	21	22	14	16	13	13	20	10	14	19	33	27	23	13	5	9	13	17	34	19	23	12	13	4	11	13	7	17	4	6
GO:0005975	carbohydrate metabolic process	biological process	53576	59688	128770	62405	90335	42451	73442	57578	64730	77688	100644	59722	69008	42565	109064	29284	70594	54734	96482	125935	110726	44342	65420	73065	62279	73142	117918	85849	107461	103984	73513	67246	136245	89501	86927	77356	40153	85662
GO:0005976	polysaccharide metabolic process	biological process	515	462	1077	512	906	170	636	381	474	628	406	445	393	254	839	220	471	504	681	776	728	275	336	471	466	542	675	544	622	684	638	388	831	615	572	682	204	356
GO:0005978	glycogen biosynthetic process	biological process	711	659	1327	553	946	311	914	685	774	893	759	765	648	422	1290	230	544	442	883	1422	1209	317	435	503	765	787	1214	837	929	892	934	706	1080	795	1031	772	267	668
GO:0005985	sucrose metabolic process	biological process	798	623	1250	410	572	154	1020	782	682	944	400	657	559	428	1139	74	160	184	1138	1501	1629	41	66	123	752	995	1200	273	773	669	1185	673	285	629	1244	809	76	604
GO:0005986	sucrose biosynthetic process	biological process	0	1	0	0	3	0	0	0	1	3	0	1	1	0	2	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
GO:0005991	trehalose metabolic process	biological process	72	127	224	171	241	63	89	113	136	141	189	142	114	88	168	86	183	130	136	189	149	122	177	189	107	122	177	229	220	108	113	105	281	144	166	127	62	109
GO:0005992	trehalose biosynthetic process	biological process	1227	1392	2595	2261	3404	1067	1502	1381	1905	1998	2721	1661	1876	1026	2435	909	2198	1826	2376	2781	2645	1537	2414	2600	1571	1889	3397	1837	2132	2250	1780	2105	3287	1871	2191	1600	1279	1765
GO:0005993	trehalose catabolic process	biological process	0	0	10	3	5	0	0	3	3	2	2	4	1	3	2	0	3	2	1	3	1	0	0	1	2	3	5	7	6	0	4	4	1	5	1	3	5	0
GO:0005996	monosaccharide metabolic process	biological process	70	102	251	102	109	76	88	71	110	132	228	98	103	64	142	71	118	90	119	172	150	82	88	129	92	83	184	149	185	201	94	83	284	158	105	115	100	198
GO:0006000	fructose metabolic process	biological process	15	19	30	16	14	26	18	18	19	16	36	22	37	13	22	9	22	15	26	42	17	10	6	23	16	24	34	20	17	18	32	15	35	15	18	16	6	8
GO:0006001	fructose catabolic process	biological process	111	125	290	170	218	56	155	133	193	159	130	141	172	63	185	89	108	138	149	286	201	64	74	119	130	148	248	142	154	157	191	137	156	117	141	180	58	93
GO:0006002	fructose 6-phosphate metabolic process	biological process	708	679	1615	785	1293	672	964	784	894	985	1640	768	998	628	1625	346	795	740	1360	1798	1598	413	634	736	819	1012	1757	1303	1533	1651	995	949	2305	1131	1311	971	427	1137
GO:0006003	fructose 2,6-bisphosphate metabolic process	biological process	0	2	7	3	3	0	1	2	1	3	0	12	6	0	3	1	7	5	1	3	1	2	1	3	1	3	4	1	1	0	0	0	0	0	4	0	0	0
GO:0006004	fucose metabolic process	biological process	416	569	1314	343	544	772	696	413	389	650	1866	391	573	456	1215	108	213	220	1192	1314	1177	91	128	217	543	735	839	1483	1680	1397	702	501	2512	1152	860	709	389	1153
GO:0006006	glucose metabolic process	biological process	2435	2605	4998	2782	3770	1039	3121	2558	3167	3360	2374	2755	3408	1947	4197	1290	3401	2241	3775	6110	4977	2221	3892	3880	2525	2926	5213	2347	3453	3566	3155	2935	3263	3450	3781	3239	1770	2764
GO:0006007	glucose catabolic process	biological process	1011	856	1699	832	1486	530	1257	839	894	1185	1094	982	789	533	1959	314	878	729	1487	1696	1832	444	555	720	933	1078	1557	1393	1395	1632	1281	765	2048	1213	1425	1161	312	1117
GO:0006011	UDP-glucose metabolic process	biological process	14	23	45	17	36	24	11	45	30	31	53	12	31	17	9	13	18	21	25	44	33	6	12	12	29	38	118	32	23	20	27	44	36	32	38	9	19	14
GO:0006012	galactose metabolic process	biological process	210	224	803	280	429	254	302	228	294	348	601	295	333	221	495	166	371	250	432	564	441	196	249	340	270	306	552	471	538	542	301	291	802	466	336	427	261	426
GO:0006013	mannose metabolic process	biological process	171	205	344	93	195	276	278	127	92	200	677	102	195	171	439	45	75	75	460	460	337	51	56	93	157	281	263	450	581	430	195	133	673	360	301	216	74	372
GO:0006014	D-ribose metabolic process	biological process	39	36	144	45	74	59	40	37	57	81	116	46	49	38	73	22	53	62	67	100	69	34	43	53	53	47	87	75	61	99	43	55	112	76	60	62	61	63
GO:0006021	inositol biosynthetic process	biological process	188	265	523	535	687	156	299	303	468	457	328	378	450	176	371	137	312	254	300	557	514	179	399	281	350	360	742	236	255	247	371	373	286	303	442	410	49	325
GO:0006024	glycosaminoglycan biosynthetic process	biological process	37	39	63	62	89	52	51	51	49	25	140	47	55	48	107	14	63	63	61	86	108	44	79	71	41	44	72	157	91	103	47	31	185	75	51	43	28	55
GO:0006030	chitin metabolic process	biological process	2	2	5	2	2	3	3	2	3	6	2	2	2	0	4	3	2	11	0	7	2	15	5	7	2	2	6	6	4	7	4	5	5	5	3	4	7	7
GO:0006031	chitin biosynthetic process	biological process	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0006032	chitin catabolic process	biological process	11	5	14	15	29	10	11	14	22	16	10	15	18	11	12	32	54	42	4	21	14	30	44	62	11	11	24	5	19	12	8	11	16	15	6	5	3	13
GO:0006040	amino sugar metabolic process	biological process	488	522	1427	733	1273	166	716	474	865	673	441	568	561	305	1017	291	566	670	796	888	854	261	350	561	563	626	1179	629	866	1114	704	532	998	695	784	980	171	459
GO:0006044	N-acetylglucosamine metabolic process	biological process	24	54	78	52	61	42	43	46	38	44	73	69	46	41	79	19	37	39	64	68	70	31	38	31	42	42	84	85	96	72	24	42	127	45	47	69	52	66
GO:0006051	N-acetylmannosamine metabolic process	biological process	7	2	14	15	11	9	14	6	13	26	28	9	9	7	24	11	21	20	22	17	20	15	15	12	2	10	28	24	27	25	12	10	38	30	11	15	37	24
GO:0006064	glucuronate catabolic process	biological process	374	486	1527	526	632	492	514	418	553	672	1185	528	528	420	826	425	812	869	899	1084	891	545	526	777	482	549	745	916	1197	1034	545	472	1586	867	563	858	328	1003
GO:0006071	glycerol metabolic process	biological process	635	905	1928	1284	2078	726	852	851	1044	1483	1829	1074	1301	646	1523	739	1893	1219	1461	1779	1400	1314	2103	2175	808	1053	2107	1616	1510	1660	929	1215	2732	1366	1082	1102	1114	1302
GO:0006072	glycerol-3-phosphate metabolic process	biological process	415	440	1045	584	922	230	521	414	711	689	470	545	521	248	678	260	617	525	639	819	805	364	502	660	538	603	963	480	493	563	558	454	549	452	596	582	236	459
GO:0006073	cellular glucan metabolic process	biological process	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006075	(1->3)-beta-D-glucan biosynthetic process	biological process	0	0	1	2	3	1	1	2	1	1	0	4	0	0	10	6	10	6	0	3	4	13	0	3	1	0	2	1	1	0	0	3	0	0	1	0	0	0
GO:0006078	(1->6)-beta-D-glucan biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006080	substituted mannan metabolic process	biological process	9	18	45	13	28	9	19	12	8	14	29	5	17	10	30	2	14	13	16	36	24	5	19	10	7	13	19	20	40	14	17	19	40	19	10	21	7	27
GO:0006084	acetyl-CoA metabolic process	biological process	926	868	1628	365	650	1071	1284	736	523	711	2353	445	755	723	1907	71	308	267	1660	2001	2003	111	138	108	790	1169	1451	1972	1886	1947	1087	1023	2996	1532	1544	997	373	1619
GO:0006089	lactate metabolic process	biological process	3	4	16	9	0	2	0	4	0	7	2	0	1	0	9	1	7	1	2	0	1	1	11	3	3	2	3	3	4	4	9	1	3	9	3	10	0	3
GO:0006091	generation of precursor metabolites and energy	biological process	805	851	1078	157	338	668	879	611	203	634	1740	326	516	498	1073	11	15	44	1256	1458	1300	13	9	16	471	915	952	866	882	1217	660	872	1416	779	1257	627	311	1040
GO:0006094	gluconeogenesis	biological process	4720	5330	11298	6508	9471	2810	6422	5246	6371	6664	6444	5513	5852	3165	8852	2695	6814	5747	7659	10034	9053	4531	6375	7138	5500	6563	10457	6342	6981	7731	6659	6345	9217	6584	7603	7746	3467	6570
GO:0006096	glycolytic process	biological process	8525	9168	19421	11259	16638	5648	11633	9042	11459	12689	13112	9999	10106	5964	18026	4158	9913	9490	14583	18701	17083	6079	8396	10779	9762	11923	18248	13147	14961	15940	12117	10430	19928	13651	13899	13019	5379	12534
GO:0006097	glyoxylate cycle	biological process	686	575	2045	1337	1802	80	993	797	1460	1230	189	995	905	295	868	680	1584	1339	708	1146	969	1058	1703	1830	917	779	1634	377	429	564	999	705	376	652	999	1334	474	607
GO:0006098	pentose-phosphate shunt	biological process	880	875	1904	932	1308	567	1234	756	960	1121	1327	853	1083	844	1768	421	1042	779	1446	2158	1937	625	1074	1122	843	1126	1712	1134	1627	1598	1106	1021	1828	1501	1280	1305	631	1332
GO:0006099	tricarboxylic acid cycle	biological process	3903	3271	9746	4037	5600	1097	5277	3610	5165	5418	2358	3629	3732	2107	7137	1974	4687	4604	5121	7024	7202	2618	3688	4679	4234	4683	7238	3868	4480	6637	5609	3561	5763	4394	5384	6289	1701	3910
GO:0006106	fumarate metabolic process	biological process	22	41	74	90	109	0	52	78	75	54	5	49	69	13	46	22	40	49	7	34	60	20	27	63	68	47	114	2	15	22	53	46	10	8	44	58	5	31
